pl_name,pl_rade,pl_masse,pl_eqt,pl_insol,pl_orbper,pl_orbsmax,st_spectype,st_mass,st_lum,st_rad,st_teff
Kepler-1130 c,0.644,,,316.9,3.266612036,0.04238,,0.95,,0.863,5402
Kepler-1130 d,0.64,,981,218.63,4.27226421,0.0506,,0.944,,0.842,5450
Kepler-1131 b,,,,,3.53232429,,,1.04,-0.02783,0.962681,5789.33
Kepler-1132 b,2.06,,371,4.49,62.8916228,0.2867,,0.798,,0.719,5314
Kepler-1133 b,1.97,,,,11.55562343,,,0.93,,0.9,5569
Kepler-1134 b,2.64,,,,17.13263989,,,0.84,,0.81,5281
Kepler-1135 b,2.07,,457,,76.9611,0.35,,0.964,,1.08,5886
Kepler-1136 b,1.54,,922,170.59,2.361724329,0.0299,,0.637,,0.651,4478
Kepler-1137 b,2.644,,,197.846,,,,,,1.735,7115
Kepler-1138 b,1.66,,1200,489.46,3.17060005,0.0394,,0.809,,0.889,5725
Kepler-1139 b,1.03,,1613,1598.83,0.813166719,0.0163,,0.875,,0.78,5285
Kepler-114 b,1.33,,,92.535,,,,,,0.715,4661
Kepler-114 c,,,,,8.041333367,,,0.742,-0.6853,0.696274,4662.41
Kepler-114 d,1.95,,447,,11.77617931,0.08358,M0 V,0.56,,0.54,3983
Kepler-1140 b,2.93,,500,14.78,24.0862707,0.1478,,0.741,,0.768,4973
Kepler-1141 b,0.82,,,,2.344511944,,,1.01,,1.07,5791
Kepler-1142 b,1.47,,,,18.3027248,,,0.97,,0.96,5685
Kepler-1143 b,1.47,,959,200.11,2.888904849,0.0347,,0.665,,0.682,4905
Kepler-1143 c,3.21,,230,0.66,210.630591,0.605,,0.665,,0.682,4905
Kepler-1144 b,3.64,,811,102.24,17.14648756,0.1291,,0.974,,1.412,5559
Kepler-1145 b,1.6,,958,198.43,3.97076603,0.0443,,0.732,,0.778,5178
Kepler-1146 b,1.35,,1027,262.82,2.352265797,0.0324,,0.82,,0.757,4816
Kepler-1147 b,2.3,,871,136.34,10.62784997,0.0961,,1.041,,1.014,6082
Kepler-1148 b,1.527,,,815.407,,,,,,0.717,5000
Kepler-1149 b,1.48,,1128,383.51,3.73090026,0.0473,,1.014,,0.95,5709
Kepler-115 b,0.99,,1459,1071.38,2.403643296,0.0351,,0.999,,1.075,5977
Kepler-115 c,,,,,8.99088621,,,1.13,0.22007,1.17013,6056.56
Kepler-1150 b,0.918,,,153.741,,,,,,0.68,4820
Kepler-1151 b,,,,,65.64785985,,,0.93,-0.34196,0.784985,5350.63
Kepler-1152 b,0.91,,840,117.94,1.646801908,0.0225,,0.559,,0.537,3900
Kepler-1153 b,1.68,,1349,783.72,1.755835327,0.0277,,0.917,,0.834,5575
Kepler-1154 b,1.67,,1118,369.66,5.1856142,0.0604,,1.09,,1.022,6163
Kepler-1154 c,2.424,,,339.573,,,,,,1.414,6170
Kepler-1155 b,2.45,,609,32.52,33.4698571,0.2006,,0.96,,1.094,5912
Kepler-1156 b,1.262,,,83.014,,,,,,0.941,5667
Kepler-1157 b,,,,,4.45743267,,,0.714,-0.67539,0.74505,4533
Kepler-1158 b,1.55,,952,194.5,13.5396293,0.1174,,1.176,,1.337,6398
Kepler-1159 b,2.186,,,80.984,,,,,,1.262,6177
Kepler-116 b,2.78,,1184,465.23,5.968717469,0.0684,,1.195,,1.173,6484
Kepler-116 c,,,,,13.07141889,,,1.23,0.42073,1.37032,6282
Kepler-1160 b,1.97,,842,118.57,7.97034958,0.0755,,0.902,,0.822,5782
Kepler-1161 b,,,,,10.71253219,,,0.71,-0.65314,0.771349,4512.48
Kepler-1162 b,2.22,,510,15.98,32.5637069,0.194,,0.917,,0.834,5575
Kepler-1162 c,1.79,,418,7.19,59.2841571,0.2892,,0.917,,0.834,5575
Kepler-1163 b,1.061,,,511.757,,,,,,1.342,6208
Kepler-1164 b,1.22,,982,219.69,3.97599768,0.0456,,0.799,,0.832,5211
Kepler-1165 b,1.43,,950,192.33,9.478522,0.0905,,1.092,,1.083,6224
Kepler-1165 c,3.36093385,,,,29.96870041,,,1.13,,1.076,6249
Kepler-1166 b,1.557,,,14.188,,,,,,0.855,5388
Kepler-1167 b,2.07,,1429,,1.003965,0.019,,0.86,,0.87,4778
Kepler-1168 b,,,,,55.82222394,,,0.81,-0.5302,0.743111,4934.58
Kepler-1169 b,,,,,6.11010439,,,1.09,0.26202,1.26831,5959.63
Kepler-117 b,6.04,,808,100.91,18.79590048,0.1473,,1.205,,1.183,6466
Kepler-117 c,10.6,,612,33.12,50.79034648,0.2776,,1.102,,1.406,6163
Kepler-1170 b,,,,,9.98970266,,,0.83,-0.3384,0.901193,5004
Kepler-1171 b,2.67,,2700,12557.23,1.442592305,0.0284,,1.462,,2.043,7216
Kepler-1172 b,4.53,,675,49.09,26.0203329,0.168,,0.931,,1.244,5624
Kepler-1173 b,0.91,,1643,1724.44,0.7698536,0.0158,,0.879,,0.818,5178
Kepler-1174 b,1.4,,962,202.71,6.89225223,0.0712,,1.011,,0.927,6046
Kepler-1175 b,,,,,37.94584397,,,0.96,-0.3398,0.752149,5473
Kepler-1176 b,,,,,24.17378515,,,0.99,-0.11691,0.930835,5593.23
Kepler-1177 b,,,,,106.247882,,,1,0.34212,1.55129,5643
Kepler-1178 b,0.73,,378,4.84,31.80634,0.1596,,0.534,,0.525,4729
Kepler-1179 b,,,,,2.685054445,,,0.89,-0.44424,0.736813,5207
Kepler-118 b,1.67,,861,129.65,7.51849479,0.0715,,0.86,,0.978,5275
Kepler-118 c,5.94,,,,20.17202387,,,0.85,,0.81,5234
Kepler-1180 b,,,,,16.85983142,,,1.17,0.41746,1.4184,6163
Kepler-1181 b,1.59,,,831.143,,,,,,1.335,6689
Kepler-1181 c,1.57,,1111,360,8.93490815,0.0928,,1.334,,1.319,6680
Kepler-1182 b,,,,,11.17397251,,,1.06,0.25605,1.30861,5847
Kepler-1183 b,,,,,28.5057217,,,0.96,0.25466,1.47981,5494
Kepler-1184 b,2.68,,,,53.5991044,,,1.05,,1.07,5983
Kepler-1185 b,,,,,104.3519624,,,1.06,0.28187,1.33892,5867
Kepler-1186 b,2.1,,703,,16.07677,0.125,,1.012,,0.91,5916
Kepler-1187 b,2.33,,701,56.97,18.87064068,0.1401,,1.028,,0.949,6103
Kepler-1188 b,,,,,17.1369408,,,1.07,0.39786,1.50904,5908
Kepler-1189 b,1.265,,,449.936,,,,,,1.07,5559
Kepler-119 b,,,,,2.422084188,,,0.99,-0.0366,1.02364,5586
Kepler-119 c,0.87,,1000,,4.12502,0.049,,0.918,,0.81,5570
Kepler-1190 b,,,,,10.45839865,,,0.711,-0.7272,0.705447,4521.62
Kepler-1191 b,,,,,5.60013327,,,0.92,-0.22611,0.901915,5336
Kepler-1192 b,,,,,25.20299395,,,0.97,-0.1283,0.946325,5511
Kepler-1193 b,1.37,,1453,1054.98,2.832647249,0.0403,,1.088,,1.272,5865
Kepler-1194 b,,,,,16.22357095,,,,,,5461.94
Kepler-1195 b,2.11,,702,57.43,8.49642241,0.0726,,0.707,,0.709,5093
Kepler-1196 b,,,,,66.1843646,,,1.02,-0.04702,0.964605,5720
Kepler-1197 b,,,,,2.03231603,,,0.718,-0.66629,0.746629,4552
Kepler-1198 b,1.8,,906,,7.68493,0.073,,0.88,,0.97,5620
Kepler-1199 b,1.15,,,,15.0447198,,,0.94,,1.17,5889
Kepler-12 b,18.22,,1338,757.65,4.43796303,0.0545,,1.093,,1.415,5953
Kepler-120 b,2.26,,639,,6.312504,0.058,,0.654,,0.592,4533
Kepler-120 c,1.62,,455,,12.79397011,0.08987,M0 V,0.59,,0.57,4096
Kepler-1200 b,1.05,,1182,461.07,1.118549717,0.0189,,0.72,,0.672,4493
Kepler-1201 b,,,,,15.18743529,,,1.08,0.04424,1.00301,5912
Kepler-1202 b,,,,,28.6853212,,,0.99,-0.13389,0.907687,5609
Kepler-1203 b,0.96,,1233,547.18,0.588000765,0.0114,,0.568,,0.565,3972
Kepler-1204 b,,,,,85.73629505,,,1,-0.05771,0.980376,5639
Kepler-1205 b,1.41,,,,1.078390352,,,0.84,,0.81,5226
Kepler-1206 b,1.64,,,,1.216997663,,,0.8,,0.75,4877
Kepler-1207 b,2.718,,,352.508,,,,,,1.949,6097
Kepler-1208 b,,,,,11.08515076,,,0.79,-0.55349,0.745207,4862
Kepler-1209 b,1.51,,,,25.369116,,,1.23,,1.38,6210
Kepler-121 b,2.65,,997,233.26,3.177414601,0.039,,0.785,,0.708,5303
Kepler-121 c,,,,,41.00820122,,,0.92,-0.47396,0.682614,5318
Kepler-1210 b,1.7,,,,8.07124073,,,0.94,,0.92,5568
Kepler-1211 b,,,,,11.01796683,,,1.03,0.13445,1.16863,5769
Kepler-1212 b,1.9,,806,,12.9413,0.111,,1.08,,0.99,6134
Kepler-1213 b,0.92,,1109,357.79,5.34982412,0.0599,,0.997,,0.984,6204
Kepler-1214 b,,,,,18.8264395,,,0.83,-0.41949,0.821195,5003
Kepler-1215 b,1.22,,1046,282.97,4.76703963,0.0528,,0.864,,0.937,5629
Kepler-1216 b,1.455,,,415.553,,,,,,1.105,5654
Kepler-1217 b,1.99,,,,2.032325072,,,1.06,,1.08,5905
Kepler-1218 b,1.36,,684,51.7,22.9221266,0.1564,,0.97,,1.081,5897
Kepler-1219 b,,,,,16.1051008,,,1.04,0.92552,2.87486,5799.61
Kepler-122 b,,,,,5.766290088,,,1.11,0.26993,1.25771,6012
Kepler-122 c,,,,,12.46600444,,,1.11,0.26993,1.25771,6012
Kepler-122 d,1.52,,670,47.58,21.5878875,0.1533,,1.028,,0.949,6103
Kepler-122 e,1.93,,555,22.39,37.9963981,0.2235,,1.028,,0.949,6103
Kepler-122 f,,,,,56.26038914,,,1.11,0.26993,1.25771,6012
Kepler-1220 b,1.37,,923,171.3,7.42693741,0.0685,,0.778,,0.908,5745
Kepler-1221 b,1.61,,632,37.81,12.00096042,0.0906,,0.688,,0.69,5195
Kepler-1222 b,,,,,1.916940872,,,0.862,-0.45761,0.750133,5121
Kepler-1223 b,,,,,16.30124576,,,0.74,-0.54142,0.823977,4656
Kepler-1224 b,1.11,,852,124.69,13.32351601,0.1108,,1.015,,1.048,6282
Kepler-1225 b,1.57,,1046,283.48,7.01075434,0.0738,,1.083,,1.033,6341
Kepler-1226 b,2.13,,809,101.22,17.2922631,0.1361,,1.122,,1.299,5936
Kepler-1227 b,2.16,,393,5.64,94.2887577,0.3816,,0.833,,0.901,5799
Kepler-1228 b,1.42,,1757,2239.26,0.577369336,0.0125,,0.776,,0.716,5255
Kepler-1229 b,1.12,,196,0.35,86.828989,0.2899,,0.431,,0.414,3724
Kepler-123 b,2.51,,774,85.06,17.23231686,0.1312,,1.012,,1.092,6086
Kepler-123 c,1.46,,,,26.6951659,,,1.12,,1.21,6147
Kepler-1230 b,2.85,,946,189.48,9.95661537,0.0921,,1.048,,1.115,6165
Kepler-1231 b,1.64,,870,135.34,10.41728722,0.0914,,0.936,,1.151,5557
Kepler-1232 b,1.59,,523,17.69,26.7838935,0.1673,,0.869,,0.856,5242
Kepler-1233 b,,,,,45.126216,,,1.15,0.22091,1.14753,6118.89
Kepler-1234 b,2.6,,602,,11.93999,0.093,,0.763,,0.69,5010
Kepler-1235 b,0.779,,,266.4,4.16055856,0.04836,,0.871,,0.929,5327
Kepler-1236 b,1.92,,487,13.3,31.0571618,0.1799,,0.805,,0.746,5422
Kepler-1237 b,2.518,,,4.042,,,,,,0.864,5419
Kepler-1238 b,1.93,,1389,878.32,4.14789051,0.0541,,1.23,,1.417,6150
Kepler-1239 b,1.79,,1073,,5.19119,0.06,,1.09,,0.95,6096
Kepler-124 b,0.73,,,,3.410493,0.039,,,,0.636,4984
Kepler-124 c,2.2,,584,27.5,13.82139306,0.1012,,0.724,,0.657,5196
Kepler-124 d,,,,,30.95006104,,,0.88,-0.46737,0.722717,5188
Kepler-1240 b,1.15,,,,4.8663815,,,0.98,,0.96,5682
Kepler-1241 b,2.4,,610,,18.55269,0.132,,0.894,,0.82,5540
Kepler-1242 b,2.61,,639,39.48,13.62798432,0.1039,,0.805,,0.855,5052
Kepler-1243 b,,,,,16.8320695,,,0.96,-0.24358,0.834193,5492.85
Kepler-1244 b,1.15,,1633,1682.01,3.70428172,0.049,,1.143,,1.484,6728
Kepler-1245 b,,,,,4.35407371,,,,,,5235
Kepler-1245 c,1.77,,1190,473.18,2.936587946,0.0372,,0.795,,0.909,5455
Kepler-1246 b,1.23,,554,22.24,11.32271513,0.0848,,0.634,,0.642,4563
Kepler-1247 b,2.2,,634,,13.71206,0.111,,0.97,,0.8,5345
Kepler-1248 b,1.18,,,,7.46725407,,,1.21,,1.21,6149
Kepler-1249 b,2,,645,,24.33556,0.168,,1.06,,0.97,6086
Kepler-125 b,2.71,,596,29.9,4.164383815,0.0413,,0.54,,0.52,3810
Kepler-125 c,0.82,,560,,5.77447,0.051,,0.537,,0.515,3996
Kepler-1250 b,,,,,2.607527573,,,1.01,0.34255,1.52652,5690
Kepler-1251 b,1.86,,487,13.27,45.0904643,0.2478,,0.998,,0.9,5790
Kepler-1252 b,1.44,,665,46.3,15.0539886,0.1078,,0.734,,0.818,5475
Kepler-1253 b,1.788,,,21.624,,,,,,1.491,5711
Kepler-1254 b,,,,,9.99115241,,,0.8,-0.57202,0.718755,4898.13
Kepler-1254 c,1.32,,954,196.13,3.60084276,0.0425,,0.79,,0.756,5130
Kepler-1254 d,1.224,,,71.31,,,,,,0.696,4826
Kepler-1255 b,2.32,,,,36.2919336,,,1.08,,1.12,6018
Kepler-1256 b,1.598,,,211.549,,,,,,1.436,5994
Kepler-1257 b,1.52,,,,2.668313762,,,0.9,,0.87,5502
Kepler-1258 b,,,,,0.984944901,,,1.03,0.09384,1.11834,5761.02
Kepler-1259 b,,,,,0.663086512,,,0.86,-0.33296,0.873036,5100
Kepler-126 b,1.52,,,,10.495711,0.099,,,,1.358,6239
Kepler-126 c,1.56,,796,95.05,21.86967617,0.1622,,1.188,,1.358,6239
Kepler-126 d,2.51,,475,12.07,100.2830675,0.4312,,1.059,,1.297,6214
Kepler-1260 b,2.928,,,171.926,,,,,,1.838,5864
Kepler-1261 b,2.78,,396,5.81,48.4313003,0.239,,0.776,,0.805,4891
Kepler-1262 b,1.8,,758,,17.35848,0.134,,1.05,,1.06,6114
Kepler-1263 b,,,,,4.551392714,,,0.87,-0.41402,0.777685,5157.25
Kepler-1264 b,1.25,,1895,,0.96852,0.019,,0.992,,0.99,5944
Kepler-1265 b,1.47,,732,68.05,6.49441289,0.0612,,0.724,,0.742,4769
Kepler-1266 b,2.1,,443,,28.4752,0.176,,0.89,,0.69,5085
Kepler-1266 c,1.56,,881,142.59,4.86635506,0.0531,,0.854,,0.762,5274
Kepler-1267 b,,,,,13.03136776,,,0.98,0.0025,1.08121,5559
Kepler-1268 b,2.03,,,,40.9903986,,,1.06,,1.09,5904
Kepler-1269 b,1.63,,,,37.3331536,,,1.1,,1.15,5998
Kepler-127 b,1.46,,890,148.23,14.43594397,0.1245,,1.24,,1.359,6106
Kepler-127 c,2.33,,683,,29.392404,0.202,,1.269,,1.27,6169
Kepler-127 d,2.64,,,,48.630408,0.28,,,,1.359,6106
Kepler-1270 b,,,,,6.03321594,,,,,3.06165,4995.14
Kepler-1271 b,1.62,,1484,1148.47,3.02558494,0.0418,,1.066,,1.263,6123
Kepler-1272 b,,,,,51.13163246,,,1.04,0.37031,1.51323,5807
Kepler-1273 b,,,,,28.62556002,,,0.95,-0.3054,0.792924,5437
Kepler-1274 b,,,,,6.98141327,,,1.1,0.79752,2.33958,5972.25
Kepler-1275 b,1.313,,,822.484,,,,,,1.263,6081
Kepler-1276 b,1.09,,909,161.43,12.5720095,0.1055,,0.99,,1.075,6456
Kepler-1277 b,,,,,40.83571117,,,0.993,-0.19906,0.84088,5613
Kepler-1278 b,1.257,,,1314.67,,,,,,1.404,6010
Kepler-1279 b,1.75,,,,23.4774101,,,1.21,,1.33,6221
Kepler-128 b,1.43,,971,209.9,15.08960174,0.1263,,1.184,,1.659,6072
Kepler-128 c,1.42,,846,120.93,22.8029808,0.1664,,1.184,,1.659,6072
Kepler-1280 b,1.66,,513,16.37,66.5579057,0.3314,,1.092,,1.139,6273
Kepler-1281 b,1.69,,1123,375.55,3.11602791,0.0415,,0.977,,0.86,5591
Kepler-1282 b,1.65,,1383,865.28,2.131946513,0.0333,,1.083,,0.965,5825
Kepler-1283 b,1.29,,764,80.34,12.9460978,0.1062,,0.95,,0.867,6058
Kepler-1284 b,,,,,0.664074145,,,0.81,-0.39518,0.86373,4947
Kepler-1285 b,0.97,,,,14.7967458,,,1.2,,1.28,6170
Kepler-1286 b,2.4,,877,,11.2545,0.098,,0.99,,1.09,5964
Kepler-1287 b,1.54,,,,11.47685909,,,0.96,,0.94,5715
Kepler-1288 b,1.84,,2017,3906.36,2.7612237,0.0435,,1.436,,2.232,6381
Kepler-1289 b,,,,,7.990346514,,,1.03,0.16032,1.21564,5741.21
Kepler-129 b,2.409,,,,15.791619,,,1.02,0.46365,1.74549,5705.33
Kepler-129 c,2.4,,521,17.39,82.2000105,0.3919,,1.197,,1.641,5770
Kepler-129 d,,,,,2646,4,G4 V,1.178,,1.653,5770
Kepler-1290 b,1.52,,1098,343.6,4.69500134,0.0557,,1.045,,0.959,5999
Kepler-1291 b,1.39,,733,,8.62989,0.078,,0.856,,0.76,5342
Kepler-1292 b,1.8,,1090,,3.27645,0.044,,1.03,,0.86,5574
Kepler-1293 b,0.92,,1183,462.81,5.57654782,0.0659,,1.23,,1.238,6187
Kepler-1294 b,3.52,,401,6.09,115.6863392,0.4684,,1.021,,1.149,5800
Kepler-1295 b,1.62,,1015,,3.813668,0.046,,0.903,,0.8,5529
Kepler-1296 b,1.04,,871,136.02,8.3839865,0.0758,,0.825,,0.979,5494
Kepler-1297 b,0.97,,,,1.68189002,,,0.99,,0.99,5818
Kepler-1298 b,,,,,7.128050139,,,1.13,0.83982,2.38684,6058.57
Kepler-1299 b,2.42,,588,28.29,19.9401211,0.1357,,0.853,,0.763,5623
Kepler-130 b,1.03,,977,215.58,8.45746707,0.0795,,0.934,,1.127,5884
Kepler-130 c,,,,,27.50869324,,,1.091,0.19831,1.17925,5958
Kepler-130 d,,,,,87.51731798,,,1.091,0.19831,1.17925,5958
Kepler-1300 b,2.04,,954,195.54,22.2420032,0.1655,,1.219,,2.164,5979
Kepler-1301 b,,,,,9.082378376,,,0.86,-0.34618,0.855814,5112
Kepler-1302 b,,,,,8.839110875,,,0.85,-0.46714,0.756648,5071
Kepler-1303 b,1.25,,891,149.17,7.56127224,0.0751,,0.99,,0.895,5853
Kepler-1304 b,2.29,,,,16.1288853,,,0.85,,0.81,5259
Kepler-1305 b,1.75,,733,68.41,13.5631157,0.1109,,0.99,,0.895,5853
Kepler-1306 b,1.76,,676,49.43,16.29595382,0.1245,,0.966,,0.871,5796
Kepler-1307 b,2.47,,,,18.01621096,,,1.06,,1.08,5884
Kepler-1308 b,0.96,,716,,2.104316,0.025,,0.491,,0.482,3696
Kepler-1309 b,2.27,,491,13.77,28.8432647,0.1679,,0.758,,0.785,5151
Kepler-131 b,1.98,,700,56.65,16.09197176,0.1277,,1.071,,0.958,5791
Kepler-131 c,0.77,,600,30.65,25.5170646,0.1736,,1.071,,0.958,5791
Kepler-1310 b,1.25,,1814,2561.85,0.679336272,0.0144,,0.852,,0.778,5596
Kepler-1311 b,,,,,11.1726723,,,1.02,0.47186,1.75366,5719
Kepler-1311 c,,,,,2.535716569,,,1.02,0.47186,1.75366,5719
Kepler-1311 d,7.22,,360,3.98,197.5107678,0.6647,,1.002,,1.236,5988
Kepler-1312 b,1.8,,923,171.57,5.448325286,0.0575,,0.851,,0.782,5674
Kepler-1312 c,1,,1659,1797.63,1.116127169,0.0209,,0.983,,0.905,5721
Kepler-1313 b,2.14,,,227.198,,,,,,0.789,5416
Kepler-1314 b,5.2,,626,36.31,5.424749281,0.0504,,0.581,,0.592,4141
Kepler-1315 b,1.7,,1541,1329.99,0.843379985,0.0163,,0.809,,0.856,4818
Kepler-1315 c,1.83,,777,86.27,6.56606941,0.064,,0.809,,0.856,4818
Kepler-1316 b,2.9,,388,,87.97294,0.385,,0.983,,0.88,5823
Kepler-1317 b,,,,,0.568871953,,,0.84,-0.41358,0.809194,5057.15
Kepler-1318 b,2.72,,202,0.39,213.258526,0.6085,,0.659,,0.637,4477
Kepler-1319 b,1.28,,,,2.89,,,,,,
Kepler-132 b,1.04,,1055,292.35,6.17828255,0.0641,,0.919,,1.045,5921
Kepler-132 c,2.27,,1179,,6.415,0.0681,,1.023,,1.408,5879
Kepler-132 d,1.55,,,,18.010199,0.136,,,,1.178,6003
Kepler-132 e,,,,,110.2867031,,,,,,5904.77
Kepler-1320 b,1.52,,1334,,0.8683865,0.016,,0.677,,0.653,4735
Kepler-1321 b,,,,,11.12832144,,,0.63,-0.8624,0.758548,4034
Kepler-1321 c,3.1,,860,,2.226494,0.028,,0.59,,0.6,4210
Kepler-1321 d,3.08,,683,51.48,5.72087524,0.0566,,0.736,,0.706,4385
Kepler-1322 b,1.48,,1662,1805.59,0.962867382,0.0183,,0.88,,0.802,5693
Kepler-1322 c,1.64,,881,142.68,6.46008273,0.0651,,0.88,,0.802,5693
Kepler-1323 b,1.317,,,4948.4,0.929906678,0.01911,,1.076,,1.221,6063
Kepler-1324 b,,,,,4.115844453,,,0.722,-0.67302,0.734395,4572
Kepler-1325 b,2.86,,,,33.8786838,,,0.93,,0.91,5550
Kepler-1326 b,,,,,42.3520039,,,1.43,0.52296,1.34229,6732
Kepler-1327 b,1.9,,831,112.85,14.88801098,0.1186,,1.001,,1.116,6143
Kepler-1328 b,,,,,4.521581367,,,1,0.2276,1.35747,5647.55
Kepler-1329 b,2.404,,,26.645,,,,,,0.652,4442
Kepler-133 b,1.59,,,,8.13000457,,,1.04,,1.32,5730
Kepler-133 c,2.94,,683,51.39,31.51780202,0.1952,,0.998,,1.498,5588
Kepler-1330 b,3,,,322.399,,,,,,1.775,5478
Kepler-1331 b,,,,,0.789160884,,,0.661,-0.90934,0.655442,4224
Kepler-1332 b,1.14,,699,56.55,11.87456832,0.0937,,0.775,,0.757,5578
Kepler-1333 b,2.46,,340,3.16,109.6471842,0.4277,,0.868,,0.797,5649
Kepler-1334 b,2.492,,,78.355,,,,,,1.046,5891
Kepler-1335 b,1.61,,809,101.27,6.26406846,0.0615,,0.789,,0.817,5032
Kepler-1336 b,,,,,23.1985852,,,0.95,0.42052,1.82069,5449.27
Kepler-1336 c,1.03,,941,185.07,5.77721211,0.0621,,0.958,,0.864,5717
Kepler-1337 b,2.41,,,,24.4002549,,,0.7,,0.67,4523
Kepler-1338 b,1.05,,2124,4811.82,0.935115863,0.0193,,1.096,,1.297,5874
Kepler-1339 b,,,,,1.34155642,,,0.988,0.18765,1.32319,5590.19
Kepler-134 b,2,,,,5.317429,0.06,,,,1.176,5983
Kepler-134 c,1.031,,,127.2,10.10575303,0.09014,,0.956,,0.969,5918
Kepler-1340 b,1.55,,,,0.665026916,,,1.27,,1.42,6331
Kepler-1341 b,2.968,,,1,132.9968322,0.47267,,0.795,,0.724,4683
Kepler-1342 b,1.7,,1283,638.56,2.21571296,0.0313,,0.83,,0.901,5417
Kepler-1343 b,2.11,,1298,671.28,3.35183158,0.0449,,1.072,,1.009,6208
Kepler-1344 b,1.73,,1175,,4.768313,0.057,,1.11,,1.13,5986
Kepler-1345 b,2.17,,693,54.56,44.6169557,0.2638,,1.235,,1.424,6763
Kepler-1346 b,1.34,,1236,552.42,3.40165617,0.044,,0.982,,0.906,6177
Kepler-1347 b,1.03,,,,14.00947528,,,0.82,,0.79,5193
Kepler-1348 b,1.94,,636,38.62,27.5722144,0.1834,,1.079,,1.09,5912
Kepler-1349 b,0.51,,1462,,2.1282478,0.033,,1.01,,1.01,5998
Kepler-135 b,1.91,,,,6.002535939,,,1.25,,1.35,6251
Kepler-135 c,1.32,,975,213.39,11.44865823,0.1072,,1.257,,1.36,6204
Kepler-1350 b,,,,,4.49685482,,,0.527267,-1.2834,0.530382,3786
Kepler-1350 c,1.659,,,94.054,,,,,,0.526,3698
Kepler-1351 b,,,,,0.916142298,,,0.675,-0.98254,0.575591,4321.49
Kepler-1352 b,0.81,,1714,2041.7,1.877882748,0.03,,1.016,,1.133,6324
Kepler-1353 b,,,,,24.75444429,,,0.747,-0.6146,0.748377,4684
Kepler-1354 b,2.48,,463,10.9,76.613377,0.3522,,0.989,,1.021,6170
Kepler-1355 b,1.39,,1450,1045.87,1.289588112,0.0224,,0.9,,0.809,5471
Kepler-1356 b,1.53,,,,0.634002937,,,0.82,,0.78,5106
Kepler-1357 b,1.28,,,,3.0091324,,,0.93,,0.9,5597
Kepler-1358 b,1.21,,827,110.22,7.06321927,0.0656,,0.753,,0.818,5305
Kepler-1359 b,2.92,,369,4.36,59.4969009,0.2769,,0.8,,0.833,4817
Kepler-136 b,1.8,19.8,,,11.579,,,1.17,,1.188,
Kepler-136 c,1.8,,812,102.7,16.3992561,0.1329,,1.168,,1.188,6156
Kepler-1360 b,3.4,,,,40.5286413,,,1.51,,1.83,6778
Kepler-1361 b,0.749,,,186.069,,,,,,0.773,5037
Kepler-1362 b,2.43,,251,0.94,136.205626,0.46,,0.699,,0.688,4650
Kepler-1363 b,1.29,,988,225.15,2.94194094,0.0363,,0.733,,0.758,4901
Kepler-1364 b,1.94,,1104,351.26,13.32196237,0.1231,,1.411,,1.582,6982
Kepler-1365 b,0.92,,969,208.61,7.69994466,0.075,,0.946,,1.104,5727
Kepler-1365 c,0.66,,1045,281.86,4.77468005,0.0558,,1.016,,0.921,5831
Kepler-1366 b,1.5,,855,,2.1645503,0.027,,0.54,,0.63,4025
Kepler-1367 b,0.899,,,225.233,,,,,,0.627,4342
Kepler-1368 b,,,,,0.675646979,,,1,0.05077,1.11356,5632
Kepler-1369 b,2.99,,667,46.82,25.873148,0.1741,,1.048,,1.093,6036
Kepler-137 b,,,,,8.43638723,,,0.9,-0.29234,0.858396,5265
Kepler-137 c,2.15,,580,26.7,18.73575579,0.1337,,0.907,,0.809,5343
Kepler-1370 b,1.77,,793,93.49,20.2641684,0.1563,,1.245,,1.276,6292
Kepler-1370 c,,,,,7.441271955,,,1.2,0.45795,1.4625,6212.47
Kepler-1371 b,0.943,,,414.765,,,,,,0.965,5260
Kepler-1371 c,0.53,,1216,516.85,2.00541269,0.0274,,0.68,,0.721,5374
Kepler-1372 b,,,,,1.311558909,,,0.98,0.0124,1.09046,5567
Kepler-1373 b,0.87,,1839,2702.99,1.29123275,0.0239,,1.083,,1.033,6341
Kepler-1374 b,,,,,10.65292573,,,0.92,-0.36814,0.770767,5319
Kepler-1375 b,1.21,,1442,1022.14,3.3004192,0.0445,,1.073,,1.207,6277
Kepler-1376 b,,,,,5.30873978,,,0.97,-0.07062,1.0051,5528
Kepler-1377 b,1.4,,1906,,0.7409258,0.015,,0.89,,0.89,5613
Kepler-1378 b,2.1,,525,17.92,11.95401876,0.0885,,0.648,,0.659,4359
Kepler-1379 b,1.28,,1565,1418.14,0.881841146,0.0171,,0.856,,0.778,5260
Kepler-138 b,0.61,,,,10.312364,0.077,,,,0.528,4079
Kepler-138 c,1.58,,398,,13.78104973,0.0906,M1 V,0.52,,0.5,3841
Kepler-138 d,1.212,0.64,,2.32,23.0881,,,0.521,,0.442,3841
Kepler-138 e,,0.43,292,1.73,38.23,0.1803,,0.535,-1.25181,0.535,3841
Kepler-1380 b,1.34,,786,90.1,10.3108245,0.0917,,0.967,,0.893,5708
Kepler-1381 b,2.41,,649,42.01,25.3842686,0.1728,,1.067,,0.994,6137
Kepler-1382 b,1.21,,715,,16.35834,0.127,,1.029,,0.93,5983
